,X,log2FoldChange,AveExpr,t,pvalue,padj,B
634,RHOV,2.043767975,1.380459016,2.192601865,0.042604515,0.242239735,-3.858521765
635,KLK12,2.028966064,-0.276528181,2.180607457,0.043618576,0.245540794,-3.713182902
636,SPACA9,1.022085921,3.43984169,2.179650531,0.043700428,0.24589575,-4.212274472
637,TNFAIP3,1.035169834,6.853257823,2.178328155,0.043813772,0.246118642,-4.414596561
638,ERICH5,1.099194854,0.931853559,2.177532975,0.043882059,0.246205066,-3.826457394
639,RP11-299H22.3,1.232444531,0.393245807,2.176826228,0.043942834,0.246,-3.77
640,IGLC7,1.762378919,0.468634981,2.176158934,0.044000287,0.246308238,-3.778739813
641,CXCL6,2.61080343,1.211823995,2.175796641,0.044031509,0.246375284,-3.864027644
642,TNFAIP6,1.422120822,2.577817401,2.166973719,0.044798174,0.249,-4.08
643,ADAMTS18,1.124230769,1.348429236,2.163421371,0.045110304,0.249557289,-3.902160504
644,VAX1,1.91810766,-0.706259657,2.161202518,0.045306278,0.25,-3.72
645,SERPINI2,1.330361036,2.179837115,2.160139306,0.04540046,0.250025827,-4.024031011
646,BNIP3P37,1.101848861,-0.200933614,2.153286168,0.046011853,0.252081109,-3.759185727
647,LGALS9C,1.487757271,0.1393181,2.150859533,0.046230147,0.25274354,-3.788482845
648,AC008074.1,1.527713208,-0.468813236,2.148980059,0.046399872,0.252907109,-3.749040361
649,LSM12P1,1.732055431,1.260930641,2.140803592,0.047144915,0.254,-3.93
650,PI15,1.580722569,3.238345652,2.139804792,0.047236674,0.254220987,-4.242617672
651,GSTA1,1.838322128,3.089087977,2.137512019,0.047447928,0.254771684,-4.218215644
652,KCNN1,1.412998262,0.248936591,2.136853744,0.047508741,0.254861621,-3.819482446
653,FER1L6,1.446261173,1.489059598,2.136706985,0.047522309,0.255,-3.96
654,KLK13,1.576243321,0.287102006,2.133919309,0.047780699,0.255893408,-3.827459074
655,RPL3P4,3.058271779,3.525986964,2.132176849,0.04794286,0.256460671,-4.310530944
656,EBF2,1.009372169,1.788159294,2.131471729,0.048008625,0.256460671,-4.014966426
657,CTC-441N14.4,1.24452142,0.574279123,2.129520942,0.048191001,0.256460671,-3.862601925
658,MYOC,1.10338511,2.095021421,2.129069904,0.048233258,0.256460671,-4.063204315
659,WNT8B,1.096587116,-0.558320439,2.129034605,0.048236567,0.256460671,-3.773371955
660,BEGAIN,1.004562273,1.846278171,2.128544032,0.048282569,0.256460671,-4.027999139
661,PLIN1,1.333896188,0.783648866,2.127386536,0.04839127,0.257,-3.89
662,CTD-2192J16.17,1.630762193,1.599205017,2.124203823,0.048691315,0.258,-4
663,DLGAP3,1.14411879,1.511028788,2.121756785,0.048923161,0.258057442,-3.992231813
664,RP11-339B9.1,1.145533459,-0.243207651,2.121752817,0.048923538,0.258057442,-3.803505467
665,PRAMEF14,1.655828762,-0.034871172,2.11579512,0.049492236,0.259,-3.83
666,FAM43B,1.036104998,-0.33856143,2.115389091,0.049531212,0.259227735,-3.806560717
667,CXCL5,1.151363112,2.988585165,2.113530131,0.049710023,0.259889781,-4.24007695
668,POSTN,1.127293087,7.359636281,2.113493488,0.049713553,0.259889781,-4.491823783
669,GOLGA8IP,1.705965668,-0.538171074,2.111413557,0.049914331,0.26042746,-3.800188925
670,LRRN4,-1.127142325,4.814411728,-2.126953189,0.048432023,0.256645305,-4.508741436
671,WNT3A,-1.196009087,1.656553479,-2.128026895,0.048331106,0.257,-4
672,RNASE2,-1.146306321,0.604054701,-2.140626973,0.047161129,0.254220987,-3.848341352
673,CLEC3B,-1.06263124,5.062404719,-2.142772468,0.046964515,0.254220987,-4.499364387
674,PSAT1,-1.225025542,2.65342472,-2.153730345,0.045971998,0.25200669,-4.111578484
675,STUM,-1.389267112,5.480000711,-2.1679086,0.044716361,0.248,-4.47
676,SOX18,-1.141021499,2.636600046,-2.191226741,0.042719662,0.242,-4.04
677,POPDC3,-1.698762482,-0.861432881,-2.19164621,0.042684507,0.242,-3.67
678,NBPF26,-1.413838925,5.365508568,-2.19930645,0.042047187,0.241282813,-4.41415202
679,LILRA3,-1.621295084,0.992419274,-2.20616932,0.041483668,0.239525778,-3.787293008
680,ANKRD20A17P,-1.000929946,1.449410019,-2.23074184,0.039522657,0.233187155,-3.80433927
681,SFTPA2,-1.19057444,12.4803368,-2.27731162,0.036039476,0.223,-3.85
682,BTNL9,-1.283482504,4.860749718,-2.287510149,0.035315722,0.221,-4.23
683,CBSL,-1.825493381,1.865163874,-2.289569922,0.035171197,0.220825295,-3.759826367
684,C3ORF80,-1.436364862,-0.093024188,-2.290663568,0.035094684,0.220568076,-3.55545072
685,PDGFB,-1.053187485,4.238324787,-2.29503245,0.034790574,0.219695159,-4.144826747
686,KLRG2,-1.385486872,1.53896029,-2.303914234,0.034179873,0.217933207,-3.692750585
687,TMEM265,-1.276953787,2.539923154,-2.358999861,0.030609914,0.206,-3.74
688,HPGD,-1.105718613,5.702649798,-2.369280474,0.029983505,0.205,-4.11
689,STAC,-1.058852842,3.985678081,-2.370123378,0.029932682,0.204418644,-3.969923566
690,EFCC1,-1.151308711,3.453800523,-2.370932071,0.029883998,0.204268597,-3.875463322
691,GPR17,-1.484698364,1.836885988,-2.379158295,0.029392962,0.202,-3.6
692,LIMS2,-1.159524957,4.50140422,-2.382892391,0.029172572,0.202,-4.02
693,ODAM,-1.023123093,-0.11565834,-2.397365791,0.028332895,0.2,-3.39
694,LRRC32,-1.099790779,5.211498808,-2.402559934,0.028037125,0.198985557,-4.039502671
695,CX3CR1,-1.281182914,2.383590344,-2.410768431,0.027575612,0.197413579,-3.620557598
696,TMEM251,-1.02835812,2.439788141,-2.448583364,0.025540252,0.189536468,-3.561266517
697,IHH,-1.192744995,0.29341793,-2.453122747,0.025305662,0.188813709,-3.318361118
698,RGS9BP,-1.424999124,0.678232988,-2.459831477,0.02496268,0.187,-3.34
699,OLFML2A,-1.004996253,4.619380819,-2.477945498,0.024058377,0.184,-3.86
700,PEBP4,-1.538818941,4.794875453,-2.490435182,0.023452972,0.18101183,-3.848339914
701,MSLN,-1.030954142,5.901140873,-2.511362107,0.02247076,0.177486626,-3.846444661
702,CLIC5,-1.248738318,6.865846952,-2.511731366,0.022453783,0.177486626,-3.804796613
703,PTCRA,-1.256983177,-0.143963904,-2.520105487,0.022072029,0.175745464,-3.188315877
704,RASIP1,-1.050741226,4.459066294,-2.523777931,0.021906559,0.175252468,-3.751308581
705,PYURF,-1.088739149,4.130299214,-2.524856252,0.021858196,0.17516667,-3.705261046
706,MYL1,-1.046825303,1.213682208,-2.528297141,0.021704548,0.174753469,-3.267698524
707,RS1,-1.486909228,1.10202012,-2.530372567,0.021612368,0.174322292,-3.252805411
708,CSF2,-1.51509456,0.414512072,-2.538812956,0.021241301,0.172829815,-3.183371194
709,FASN,-1.118537667,8.229319698,-2.54591013,0.020933971,0.171224429,-3.646002357
710,SP5,-1.095213103,0.311361228,-2.552638143,0.020646527,0.170068913,-3.154312733
711,SFTPA1,-1.267014977,11.83762022,-2.553090855,0.020627321,0.170061204,-3.393333529
712,SFTPC,-1.781328077,12.05603244,-2.589834819,0.019123833,0.163757713,-3.313764755
713,RTKN2,-1.532259558,6.576960926,-2.600139192,0.018721292,0.161649149,-3.653692935
714,ITGA2B,-1.120948348,2.296320097,-2.605943223,0.018498124,0.160570112,-3.254789826
715,TMEM238,-1.094430665,0.939359746,-2.612174969,0.018261333,0.159452615,-3.09545525
716,ARHGEF15,-1.133826844,3.999440694,-2.623780902,0.017828019,0.158060848,-3.497762241
717,BP-2189O9.2,-1.265914954,3.270771294,-2.626962496,0.017710957,0.157528508,-3.368517954
718,CAPN9,-1.115830966,3.275631925,-2.627432638,0.017693721,0.157450432,-3.368471076
719,CA4,-1.678444781,2.846720199,-2.652853705,0.016785234,0.153883726,-3.248734603
720,IGFALS,-1.000258737,1.115026339,-2.656922642,0.016644023,0.153883726,-3.031823086
721,CCM2L,-1.126880537,2.668024849,-2.669453677,0.016216241,0.151243257,-3.189894635
722,E2F1,-1.027802784,2.442705506,-2.680108881,0.015860791,0.14988558,-3.137437479
723,SCD,-1.300174203,8.46087032,-2.707226938,0.014989503,0.146,-3.32
724,NES,-1.104166667,6.066978161,-2.725929407,0.014415551,0.143153017,-3.430136141
725,ACOT1,-1.027354878,2.365066036,-2.741567612,0.013951893,0.140774222,-3.012059194
726,NAPSA,-1.298100981,8.947240906,-2.751893333,0.013653638,0.139,-3.2
727,ANKRD30BL,-1.157733828,8.987451656,-2.755195609,0.013559553,0.138466618,-3.191497745
728,DPCR1,-1.198865283,2.938424704,-2.770503513,0.013131507,0.136394043,-3.040316208
729,NPNT,-1.0256646,7.285327755,-2.778163797,0.01292222,0.135374249,-3.263457267
730,TDRD9,-1.033271149,2.165899913,-2.778425278,0.012915133,0.135,-2.92
731,SLCO4C1,-1.457843351,4.892103761,-2.794841165,0.012477632,0.133239988,-3.268883504
732,DHCR7,-1.242498132,4.619240537,-2.795077342,0.012471443,0.133239988,-3.245074124
733,SQLE,-1.207553597,5.605401832,-2.802202878,0.012286107,0.132393124,-3.283583975
734,GALNT13,-1.097868913,2.19951324,-2.806067446,0.012186703,0.13196363,-2.870322963
735,ZACN,-1.427617538,0.948096071,-2.815706678,0.011942134,0.130219736,-2.7360878
736,AQP4,-1.377723537,7.602104983,-2.819462492,0.011848129,0.129811444,-3.161018113
737,KIAA1324L,-1.05982982,5.872109961,-2.821576939,0.011795521,0.129701962,-3.245155688
738,ZBED2,-1.162771284,2.669833529,-2.849443793,0.01112292,0.126,-2.85
739,GJA5,-1.356163673,5.596666411,-2.853248717,0.011034011,0.125479019,-3.182280337
740,CDH5,-1.233876974,6.565252977,-2.870051824,0.010649531,0.122908657,-3.126359577
741,KIAA1462,-1.138374287,6.756726069,-2.902542634,0.009942553,0.119029306,-3.051077686
742,SLC7A11,-1.409860624,4.297955019,-2.902946471,0.009934059,0.119,-3
743,VIP,-1.198147183,-0.027992065,-2.903052522,0.009931829,0.119023296,-2.553868537
744,ABCA3,-1.311947233,8.715531467,-2.906134375,0.009867251,0.118653171,-2.915053326
745,HSPA12B,-1.356948478,3.90874757,-2.909690552,0.009793239,0.118,-2.93
746,C1QTNF5,-1.122361963,3.703992135,-2.92166858,0.009547893,0.116476785,-2.871269173
747,PLA1A,-1.023251304,3.113953756,-2.926719669,0.009446229,0.115,-2.77
748,SLC27A3,-1.061145217,4.791631517,-2.926981812,0.009440982,0.115463558,-2.998676732
749,CHRM1,-1.452367883,0.821557137,-2.940787621,0.009168591,0.114,-2.5
750,CACNA2D2,-1.231993607,6.476997303,-2.942177751,0.009141591,0.113521705,-2.986525183
751,NCKAP5,-1.599868787,5.379344051,-2.95583688,0.008880366,0.112,-2.97
752,NOTCH4,-1.175887271,5.686780934,-2.964879671,0.008711435,0.111378985,-2.959509465
753,ROBO4,-1.480391475,5.332643895,-2.972081697,0.008579132,0.11,-2.94
754,FADS2,-1.212908048,5.413169085,-2.996329741,0.008147912,0.106821868,-2.892016215
755,SGCG,-1.224197785,1.2136708,-3.009029188,0.007930568,0.106,-2.4
756,ERICH2,-1.06342761,1.340999102,-3.010536315,0.007905153,0.105652416,-2.407146823
757,SHISA3,-1.432281556,1.454549252,-3.02111966,0.007728905,0.105,-2.4
758,PLA2G1B,-1.92502343,1.986069574,-3.021332531,0.0077254,0.105,-2.44
759,TIE1,-1.053492663,5.491066388,-3.025318004,0.007660055,0.104,-2.84
760,ESM1,-1.738235047,1.986257885,-3.032529258,0.00754319,0.104,-2.42
761,MFSD2A,-1.127283961,6.259130897,-3.033808441,0.007522642,0.104,-2.81
762,CPB2,-1.718689198,3.015632363,-3.038894758,0.007441479,0.103,-2.53
763,KHDRBS2,-1.402198827,3.404112167,-3.047717969,0.007302708,0.102139147,-2.573269066
764,SEMA3G,-1.651724227,4.531777748,-3.063189611,0.007065447,0.100481566,-2.700663725
765,FOXF1,-1.195693387,3.952918051,-3.073513062,0.006911343,0.0996,-2.61
766,SHISA2,-1.340363939,3.872835479,-3.080545646,0.006808251,0.098926653,-2.580545005
767,NUDT8,-1.091661517,0.967684296,-3.086001666,0.006729307,0.098253161,-2.247341814
768,HKDC1,-1.336421542,3.470616344,-3.135634946,0.00605111,0.0924,-2.41
769,SLC29A2,-1.081741178,3.401532214,-3.136556923,0.006039168,0.092443371,-2.395565544
770,LAMP3,-1.420954862,7.248553717,-3.138519922,0.006013818,0.0924,-2.54
771,PRSS21,-1.304634979,0.852678911,-3.142364626,0.005964472,0.092374882,-2.140472713
772,SUSD2,-1.261546294,7.366328455,-3.143417023,0.005951034,0.092348437,-2.527073943
773,SSTR1,-1.606768277,1.762988203,-3.160099295,0.005741942,0.090433152,-2.155911191
774,B3GNT8,-1.041318788,3.194712633,-3.162005803,0.00571851,0.090216762,-2.313284378
775,SCEL,-1.375444708,6.516719579,-3.173311294,0.005581477,0.088752866,-2.51593358
776,CLDN5,-1.643979012,5.478651601,-3.201083677,0.005258394,0.08601957,-2.47632657
777,EPAS1,-1.172758506,9.411914999,-3.202968999,0.005237141,0.085929766,-2.276198583
778,ANKRD29,-1.259074889,4.716962172,-3.208232718,0.005178248,0.0855,-2.42
779,GRIA1,-1.17859664,3.968346443,-3.208400057,0.005176386,0.085458859,-2.335738443
780,GPR146,-1.080921607,3.200868658,-3.212915735,0.0051264,0.085208088,-2.212357784
781,BCL6B,-1.227419758,4.243166076,-3.220897824,0.0050392,0.0844,-2.35
782,SLC1A1,-1.052005985,5.233541299,-3.230461818,0.00493664,0.083437608,-2.408611417
783,PCDH12,-1.295802498,4.924493432,-3.23230947,0.004917065,0.083214613,-2.388636281
784,CD36,-1.088536783,6.507300276,-3.238435929,0.004852701,0.0827,-2.38
785,AFAP1L1,-1.04612336,5.170777757,-3.247340757,0.004760626,0.081983176,-2.371174966
786,IFI27,-1.05132507,6.031535114,-3.2560097,0.004672643,0.0809,-2.36
787,EBP,-1.266800454,4.217151044,-3.258215442,0.004650513,0.0807,-2.27
788,VIPR1,-1.909009638,5.327786228,-3.267540013,0.004558098,0.0799,-2.34
789,GOLT1A,-1.125884846,1.847963107,-3.271360881,0.004520754,0.079469651,-1.948637445
790,CLDN18,-2.085303684,7.064826329,-3.274095157,0.004494216,0.07920931,-2.278551816
791,CASKIN2,-1.119957512,5.131005501,-3.277636196,0.004460075,0.078999772,-2.306897121
792,PRX,-1.866837517,4.747202936,-3.283523406,0.004403879,0.078882667,-2.270401227
793,DLL4,-1.468143854,4.249721734,-3.283633201,0.004402838,0.078882667,-2.219332678
794,N4BP3,-1.1801603,3.112209654,-3.294097583,0.004304693,0.078094757,-2.036798503
795,NPR1,-1.271595273,5.298602289,-3.29933234,0.004256409,0.077836264,-2.268976834
796,ZNF385B,-1.222778455,4.479645262,-3.307146457,0.004185327,0.076917348,-2.197023466
797,MSMO1,-1.680985324,5.943456987,-3.309132345,0.00416745,0.076917348,-2.254568724
798,SLC9A3R2,-1.05172986,5.483907434,-3.311269436,0.004148296,0.076840473,-2.249289506
799,RAMP2,-1.430891941,3.570241061,-3.31619737,0.004104459,0.076566588,-2.058513643
800,CACNG4,-1.129231589,2.803807872,-3.323022175,0.004044502,0.0761,-1.94
801,GPIHBP1,-1.831075096,2.679807468,-3.3267686,0.004011958,0.075823964,-1.916387723
802,MGAT3,-1.569442424,4.047327604,-3.331234925,0.003973498,0.07548024,-2.09576161
803,CCDC68,-1.013482154,4.54632448,-3.334817397,0.003942912,0.0753,-2.15
804,CHI3L2,-1.553907788,4.921870367,-3.351804056,0.003801026,0.074,-2.14
805,ACOXL,-1.197453951,4.838891386,-3.358523686,0.003746302,0.0734,-2.12
806,SH2D3C,-1.176867294,4.673927528,-3.36613096,0.003685289,0.07282945,-2.093786324
807,SEMA5A,-1.091157189,6.543944125,-3.368227862,0.003668645,0.0726,-2.11
808,SP6,-1.039243268,1.419115823,-3.369673105,0.003657216,0.072582878,-1.736123886
809,AGPAT2,-1.012888777,5.433562771,-3.370623239,0.003649722,0.072582878,-2.12526258
810,ESYT3,-1.096388242,5.824538909,-3.381387058,0.003565877,0.071687228,-2.106048484
811,BMP2,-1.112330331,5.075981827,-3.392241966,0.003483254,0.070741263,-2.067076189
812,PHGDH,-1.106774172,4.300534583,-3.393949444,0.003470431,0.070741263,-1.998353816
813,ALPP,-1.403820501,2.324940034,-3.411636281,0.003340324,0.069151003,-1.712416166
814,CDKL2,-1.152449708,3.735480996,-3.412197208,0.003336278,0.069151003,-1.886549257
815,TUBB1,-1.510913908,1.633024316,-3.41290012,0.003331214,0.069151003,-1.663264388
816,COL4A3,-1.702630662,6.204806845,-3.423086402,0.003258685,0.068314945,-2.012285939
817,CEBPA,-1.485042202,4.843358122,-3.433702254,0.003184761,0.067757166,-1.966904899
818,SFTPD,-1.648103911,7.813785418,-3.435590115,0.003171791,0.067635802,-1.899970232
819,FAM69B,-1.40410474,3.180030332,-3.435673481,0.003171219,0.0676,-1.76
820,PDZD2,-1.010509563,6.668688213,-3.467278835,0.002961729,0.065095087,-1.90123673
821,STC2,-1.147254439,2.910129999,-3.474563604,0.002915425,0.064381433,-1.647608281
822,HSPB2,-1.190748441,0.869203422,-3.49554045,0.002786068,0.0631,-1.49
823,TMEM100,-2.104138934,5.12256684,-3.507759371,0.002713363,0.062360458,-1.82894078
824,FAM83A,-2.22945661,9.948378329,-3.508597593,0.002708445,0.0624,-1.63
825,ADRB1,-1.122957061,3.179492234,-3.5337241,0.002565071,0.060760573,-1.561433999
826,GKN2,-1.840462209,3.809818643,-3.543381471,0.002511996,0.060262019,-1.62719968
827,MVK,-1.010564254,4.185508583,-3.547728774,0.002488463,0.0599,-1.67
828,FAM105A,-1.017624201,5.591548569,-3.560621307,0.002419952,0.059,-1.73
829,THSD1,-1.149439932,3.950705221,-3.562315183,0.002411092,0.058981455,-1.606878233
830,PEG10,-1.756676352,6.699380536,-3.565636908,0.00239381,0.059,-1.69
831,RP11-529A4.4,-1.198808483,1.318862731,-3.575970926,0.00234083,0.058335871,-1.341411798
832,COX4I2,-1.371777616,2.036299479,-3.57879826,0.00232654,0.0583,-1.36
833,EGFL7,-1.468282519,5.94740388,-3.582004939,0.002310437,0.058,-1.69
834,SAMD5,-1.094324578,4.581353374,-3.582581005,0.002307556,0.058044668,-1.636061385
835,NRGN,-1.193465664,2.815949165,-3.593976262,0.002251297,0.057333504,-1.396480499
836,NDRG4,-1.20887418,3.952988623,-3.612623195,0.00216217,0.056059829,-1.503079572
837,TSPAN12,-1.189082533,4.744840575,-3.61394096,0.002156006,0.056056162,-1.584197694
838,SERTM1,-1.557957574,1.763164953,-3.618183061,0.002136283,0.055732003,-1.272670869
839,HECW2,-1.366460308,5.893112648,-3.621389538,0.002121494,0.0556,-1.6
840,KANK3,-1.301459562,4.379263546,-3.625163655,0.002104218,0.055397814,-1.527502735
841,MME,-1.327793134,5.926895712,-3.635222621,0.002058855,0.0546,-1.58
842,CH507-9B2.3,-1.246569948,4.936237193,-3.648195385,0.002001789,0.0542,-1.53
843,RNF128,-1.325138595,3.839450775,-3.662605773,0.001940249,0.053495157,-1.384909678
844,FAM46B,-1.240475822,3.82334399,-3.669574421,0.001911171,0.053033726,-1.368378857
845,DKK2,-1.505279789,3.521856539,-3.672159095,0.001900497,0.052963541,-1.323309523
846,EXOC3L1,-1.227681334,2.58578713,-3.682543535,0.001858208,0.052492255,-1.19641769
847,INSIG1,-1.285912485,6.262372857,-3.690279709,0.001827316,0.052218268,-1.452047201
848,RSPO2,-1.04320969,2.572059838,-3.696401189,0.001803236,0.051964455,-1.167511072
849,ORM1,-1.260755814,1.686658296,-3.699829778,0.001789888,0.0517,-1.11
850,LAMA3,-1.216429418,7.455521985,-3.703909162,0.001774134,0.051364365,-1.363519005
851,DOK4,-1.102497272,4.820764524,-3.731074189,0.00167271,0.049743074,-1.344478338
852,FREM2,-1.14376924,6.058654138,-3.736818015,0.001652019,0.049365001,-1.359658388
853,RAB11FIP1,-1.097146928,8.481257531,-3.740980005,0.001637186,0.0493,-1.23
854,PCYT2,-1.122286578,4.94463243,-3.753314937,0.001594005,0.048727329,-1.305659338
855,FADS1,-1.400767655,6.060975339,-3.758624865,0.001575769,0.048406788,-1.313783356
856,WFS1,-1.114859347,6.010849612,-3.760871904,0.001568115,0.048331172,-1.30999134
857,HOPX,-1.195311743,7.170854443,-3.768684343,0.001541793,0.0478,-1.24
858,CHRM3,-1.103028723,2.720498536,-3.774415092,0.001522766,0.0474,-1.02
859,RGCC,-1.273731191,6.851770618,-3.7746984,0.001521831,0.047404358,-1.2491832
860,PFKFB2,-1.057267878,6.081357087,-3.825254408,0.001363947,0.044624323,-1.173243884
861,MYRF,-1.762976901,4.980566727,-3.830354282,0.001348962,0.04444651,-1.145905286
862,FHDC1,-1.240109424,5.553023272,-3.83120904,0.001346467,0.044442952,-1.163425477
863,EMP2,-1.347566016,8.679153585,-3.840550268,0.001319496,0.044,-1.01
864,ADGRL2,-1.133809885,6.9421794,-3.841410715,0.00131704,0.044,-1.1
865,NDST1,-1.022617893,7.354298196,-3.845818552,0.001304525,0.043915089,-1.072627573
866,SPOCK2,-2.171016333,7.282719573,-3.853008772,0.001284367,0.043521422,-1.06154539
867,CLIC3,-1.849440317,3.453679636,-3.869580978,0.001239089,0.0429,-0.909
868,MRPL14,-1.055628188,4.878597327,-3.88056742,0.00120996,0.0424,-1.03
869,CLEC14A,-1.662305966,4.830537152,-3.889288212,0.001187328,0.042146832,-1.013164838
870,RIMKLA,-1.18249286,3.806572738,-3.889493416,0.0011868,0.042146832,-0.910665373
871,KL,-1.476039487,3.422958251,-3.895748181,0.001170837,0.042102276,-0.851062428
872,SH3GL2,-1.218621466,0.990642878,-3.906119683,0.001144842,0.0418,-0.726
873,CNTN6,-1.431083228,3.142873842,-3.924152257,0.001101018,0.040667771,-0.761371221
874,SMAD7,-1.022517852,5.0782591,-3.929181926,0.001089099,0.040387765,-0.943128586
875,PRTG,-1.403900026,4.340600591,-3.929886589,0.001087439,0.040387765,-0.887126128
876,VEGFD,-1.971675984,3.628708026,-3.93059011,0.001085785,0.040387765,-0.803952915
877,CALCRL,-1.409383699,6.94621184,-3.94423514,0.001054194,0.040038349,-0.888564307
878,CBS,-1.723353369,3.700897736,-3.947169129,0.001047523,0.039960417,-0.778424861
879,CYP51A1,-1.38320774,6.983190138,-3.949156161,0.001043029,0.039870692,-0.876286334
880,COL4A4,-1.4222117,6.062340302,-3.969844272,0.000997378,0.038843501,-0.869267984
881,SCN1A,-1.46647214,5.043384435,-3.971950098,0.000992846,0.038749431,-0.851517542
882,PRSS8,-1.001860457,5.511552438,-3.975010386,0.000986296,0.03873604,-0.860041237
883,PLA2G3,-1.770371455,2.459038419,-3.975277259,0.000985727,0.03873604,-0.602304125
884,GIMAP6,-1.10652137,5.513695151,-3.977290607,0.000981444,0.03873604,-0.85527428
885,LDHD,-1.003251819,2.782066153,-4.015429261,0.000903761,0.036670926,-0.543298652
886,TMEM97,-1.708991692,4.514213005,-4.029071814,0.000877503,0.036060913,-0.6958278
887,RAPGEF4,-1.12732044,4.523297719,-4.035679917,0.000865062,0.036026833,-0.682784665
888,CDC25B,-1.018924277,5.720612735,-4.041943654,0.000853434,0.035702292,-0.720769565
889,ACSS2,-1.362843326,6.344481026,-4.045631939,0.00084666,0.0356,-0.702
890,HPN,-1.177710088,3.689066173,-4.069447883,0.00080421,0.034375744,-0.524148934
891,LILRA1,-1.260628354,2.422253127,-4.076625382,0.000791842,0.034201708,-0.398748533
892,PTPRB,-1.636355838,7.447130423,-4.078561601,0.000788539,0.034138237,-0.580649312
893,ACADL,-1.191070048,4.452669454,-4.089465732,0.000770194,0.033578287,-0.563919678
894,CAV1,-1.377943943,8.240884982,-4.092374227,0.000765374,0.033468981,-0.511507926
895,RAB17,-1.085397122,4.540523423,-4.103142036,0.000747792,0.03305411,-0.542943315
896,SDR16C5,-1.480829076,5.295258678,-4.109881379,0.000736997,0.032744457,-0.571153211
897,GCOM1,-1.599322646,4.146780719,-4.112247225,0.000733244,0.0327,-0.486
898,AGER,-3.193471084,7.438351951,-4.112904257,0.000732205,0.032655675,-0.509296422
899,FAM167A,-1.468783736,4.138899615,-4.12414509,0.000714663,0.032213499,-0.460756111
900,B3GALNT1,-1.06930257,3.990656196,-4.129893621,0.000705857,0.03204936,-0.432871811
901,GPRIN2,-1.797872225,4.193689617,-4.134673133,0.000698619,0.031798263,-0.44454836
902,NPR3,-1.557584643,5.255481229,-4.157148508,0.000665574,0.030898554,-0.47053766
903,RNF182,-1.096505881,2.12322929,-4.175359985,0.000639959,0.030160711,-0.194669518
904,RAMP3,-1.999487259,4.638831041,-4.180381691,0.000633073,0.030064512,-0.388896699
905,PTPN21,-1.160313501,5.697878503,-4.195015551,0.00061343,0.0294,-0.399
906,SELENBP1,-1.027840694,6.978253135,-4.195097706,0.000613322,0.02940236,-0.360789779
907,HSD17B6,-1.803360531,3.82662927,-4.205235593,0.000600079,0.02909132,-0.258679543
908,SMAD6,-2.125996339,5.463784765,-4.210181483,0.000593723,0.028933913,-0.364216522
909,CRTAC1,-1.913620408,4.378436451,-4.237205066,0.000560182,0.028033184,-0.248507162
910,RHOBTB2,-1.193334477,7.24158529,-4.265509079,0.000527104,0.026957619,-0.200338898
911,SFTA2,-1.679814371,4.569625667,-4.271194727,0.000520702,0.026851496,-0.193642341
912,RAPGEF5,-1.195414647,6.986307099,-4.271920233,0.000519891,0.026851496,-0.199567175
913,ACVRL1,-1.473982923,6.630107415,-4.273528196,0.000518097,0.026851496,-0.212575846
914,SLC6A4,-2.679803267,4.931403271,-4.274006007,0.000517566,0.026851496,-0.211365703
915,C1ORF115,-1.083325963,4.484250612,-4.27644589,0.000514859,0.026851496,-0.175740161
916,KIAA0408,-1.469539752,4.515178654,-4.288638776,0.000501547,0.026676564,-0.152849938
917,ACAT2,-1.812521301,4.577204791,-4.29358313,0.000496249,0.026676564,-0.147441178
918,PRKCZ,-1.078784879,5.553121059,-4.31187833,0.000477132,0.02610917,-0.151912596
919,ARRB1,-1.158822212,5.9957658,-4.315168355,0.000473774,0.02609402,-0.143989485
920,ST13P2,-2.157649148,0.201861266,-4.320973074,0.000467908,0.02600173,-0.071919123
921,PCSK9,-2.209078469,4.138824636,-4.328386235,0.000460524,0.025900642,-0.035932697
922,ARHGEF26,-1.306448483,6.025404772,-4.337734288,0.00045138,0.02562437,-0.09618848
923,VEPH1,-2.027390878,5.925166814,-4.343300029,0.000446024,0.025616662,-0.08591209
924,TSPAN7,-1.154484729,4.41864325,-4.348468159,0.000441108,0.025502077,-0.020028877
925,AATK,-1.36998003,4.515897977,-4.352512827,0.000437299,0.025360629,-0.019613659
926,ST6GALNAC5,-1.325640377,4.07817904,-4.358680338,0.000431555,0.025263626,0.032852577
927,ITLN2,-3.16242277,1.918110109,-4.358868122,0.000431382,0.025263626,0.162222606
928,UNC13D,-1.151861423,6.028486736,-4.365979706,0.000424856,0.025135163,-0.036904057
929,DLC1,-1.19954019,8.182137249,-4.381656827,0.000410822,0.025135163,0.085914286
930,GALNT18,-1.1706853,5.481090684,-4.382389486,0.000410178,0.025135163,-0.002968014
931,ADCY8,-1.519071641,2.049107898,-4.415422097,0.000382173,0.024202384,0.273084596
932,CCDC85A,-1.756695753,3.818501459,-4.430624945,0.000369945,0.023747889,0.207361358
933,CAV2,-1.098231121,7.162445256,-4.444266603,0.00035931,0.023630682,0.168610008
934,SOGA3,-2.910042297,1.729104892,-4.44835288,0.000356186,0.023630682,0.328618417
935,C1ORF198,-1.528103393,6.678942083,-4.449215371,0.00035553,0.023630682,0.157000751
936,HMGCR,-1.293587738,6.015098907,-4.466414241,0.000342702,0.023454946,0.173203292
