,X,log2FoldChange,AveExpr,t,pvalue,padj,B
316,UPK3BP1,1.844562086,-0.900056448,3.347574467,0.003835876,0.0745,-1.87
317,TNFRSF10C,1.148345467,4.168496714,3.345495621,0.00385312,0.0745,-2.08
318,VSNL1,1.153497322,2.105567275,3.340753945,0.00389274,0.074828969,-1.833282926
319,CALB2,1.713015648,1.995542553,3.340485249,0.003894997,0.0748,-1.83
320,PCDH19,1.47847194,0.752621998,3.320582208,0.004065837,0.076243899,-1.813527863
321,NTRK2,1.336885718,3.601009389,3.320274729,0.004068534,0.0762,-2.05
322,POU2AF1,1.250463683,4.848617455,3.31926645,0.004077389,0.076243899,-2.204308695
323,IGHV3-73,2.190578893,1.28640761,3.31905717,0.004079229,0.0762,-1.83
324,HSPA7,1.184924926,3.15697103,3.308177179,0.004176039,0.076917348,-2.014731545
325,CRLF1,1.743246858,3.294652469,3.30478041,0.004206726,0.077079142,-2.041180214
326,IGHV4-31,2.734520105,1.247916635,3.286923465,0.004371743,0.078678197,-1.885578855
327,IGF2,1.230212633,4.983370691,3.284398472,0.004395586,0.078882667,-2.285018909
328,COL7A1,1.826508214,4.389018036,3.278076973,0.004455843,0.079,-2.25
329,RP11-316K19.3,1.26264148,-0.313600251,3.258592106,0.004646745,0.0807,-1.96
330,CPXM2,1.134353916,3.81814799,3.258565403,0.004647012,0.080684024,-2.21215713
331,SLAMF1,1.154584624,2.678605964,3.256675337,0.004665954,0.080876536,-2.055331938
332,MTRNR2L11,1.084335367,11.11212493,3.255735965,0.004675397,0.0809,-2.08
333,ARHGDIG,1.151905838,0.839037908,3.245238887,0.004782203,0.0823,-1.95
334,ABCD2,1.015091166,1.876240932,3.243442003,0.004800725,0.082521054,-2.004485374
335,SCAMP5,1.006995269,2.106934273,3.236428597,0.004873698,0.0829,-2.04
336,UBASH3A,1.006825622,2.116126919,3.228587876,0.004956572,0.083579301,-2.052549526
337,DIRAS1,1.407342069,0.021347267,3.217295814,0.005078368,0.08485071,-2.012854567
338,PCSK1,1.174701702,2.357004767,3.216061617,0.005091857,0.0849,-2.1
339,BDKRB1,1.705625342,1.964931945,3.214805102,0.005105627,0.085,-2.07
340,HSPB6,1.243407341,3.232173238,3.213887353,0.005115707,0.0851,-2.21
341,IGHV3-53,2.46388144,1.100088471,3.211824023,0.005138441,0.0853,-2.02
342,CTHRC1,1.212398696,2.96322528,3.20174499,0.00525093,0.08601957,-2.200908238
343,DSG3,2.06564586,1.58977572,3.201224704,0.005256802,0.08601957,-2.065412977
344,AREG,1.640137451,5.22759842,3.199440578,0.005276987,0.086247921,-2.472115564
345,IGFBP5,1.459463506,8.313292553,3.193280614,0.005347265,0.086787001,-2.365852172
346,SYTL3,1.060357992,4.999717456,3.191672057,0.005365768,0.0869,-2.48
347,BDKRB2,1.763095639,3.460854406,3.191014742,0.005373347,0.086864825,-2.295304577
348,TRIM2,1.019937586,6.687619037,3.188527193,0.005402125,0.0871,-2.48
349,KRT14,2.873947052,0.581754517,3.178954509,0.005514287,0.0883,-2.07
350,SH2D2A,1.008208758,2.082774031,3.176369436,0.005544967,0.088605233,-2.150809143
351,VCAM1,1.605312135,5.252234392,3.175365042,0.005556932,0.08869693,-2.522473387
352,VSIG1,1.568889591,2.490169949,3.172802125,0.005587578,0.088752866,-2.19873569
353,IGKV1-27,2.935016422,2.314497545,3.17068421,0.005613029,0.089081115,-2.183973812
354,BCHE,1.090338094,3.939269159,3.165391112,0.005677134,0.08975416,-2.418926683
355,SYT7,1.031917248,2.363854796,3.165193219,0.005679545,0.08975416,-2.199810559
356,NDP,1.682607625,2.677656406,3.155283339,0.005801552,0.091063826,-2.255433881
357,CH25H,1.391017702,3.162934158,3.152449089,0.005836917,0.0912,-2.33
358,STEAP1,1.572430467,2.955151325,3.14418405,0.005941258,0.0923,-2.31
359,VIPR2,1.32481433,1.703662355,3.143275198,0.005952843,0.0923,-2.18
360,SLC7A5P1,1.032210819,0.078061317,3.142451648,0.00596336,0.092374882,-2.140788164
361,HABP2,2.255390124,0.863905273,3.138891888,0.006009027,0.092443371,-2.147115142
362,SLED1,1.271152593,1.694177412,3.135082337,0.006058279,0.0924,-2.2
363,MIXL1,1.052717654,0.910154315,3.119894078,0.006258603,0.0941116,-2.183224845
364,SLC6A1,1.09377114,1.738660979,3.112449245,0.006359153,0.094933434,-2.244866782
365,TUBB3,1.550154549,2.893385024,3.106357525,0.006442603,0.0958,-2.38
366,SCG2,1.069412655,1.541581919,3.092184209,0.006640933,0.097354897,-2.268519218
367,PVRIG,1.047706221,1.032599612,3.090795493,0.006660684,0.097518117,-2.241268847
368,NLRP3,1.365840985,4.372978948,3.085101478,0.00674227,0.098365281,-2.638771567
369,TPSD1,1.9037221,1.869060584,3.084272627,0.006754227,0.098462565,-2.309161561
370,OTX1,2.111699989,-0.033997249,3.082739626,0.006776398,0.098631288,-2.246937819
371,AC011330.5,2.997840045,0.246690272,3.081056355,0.006800823,0.0989,-2.24
372,AC108938.5,1.020195218,0.698149538,3.078785637,0.006833909,0.099,-2.25
373,SLC23A1,1.174404788,1.480777834,3.066733922,0.007012165,0.100157411,-2.312036444
374,RP11-460N11.2,1.122344542,1.70536664,3.066171056,0.0070206,0.100157411,-2.330068071
375,ELOVL2,1.331434496,0.839547312,3.05443665,0.007198734,0.101,-2.3
376,IGKV6-21,2.799765969,-0.007827191,3.054228676,0.007201931,0.101,-2.3
377,KLHL13,1.158018405,2.422372959,3.048662167,0.007288008,0.102,-2.43
378,WTAPP1,1.221336197,1.413507739,3.039143246,0.007437536,0.103303928,-2.358936642
379,IGHV1-69,3.52976045,1.990085807,3.037539557,0.00746302,0.103307526,-2.409179637
380,AP000275.65,2.250344182,0.764609935,3.035943456,0.007488469,0.103,-2.33
381,NUDT10,1.339195846,-0.128435038,3.03350919,0.007527445,0.103570515,-2.333645657
382,PTGDS,1.136503351,6.032029467,3.029934507,0.007585039,0.103978706,-2.824940082
383,SPTBN2,1.007902481,4.596753874,3.024887542,0.007667087,0.104487914,-2.784593739
384,INHBB,1.469009982,3.016282274,3.021225502,0.007727162,0.104651543,-2.565751907
385,FOXL1,1.336395253,1.231853965,3.015687742,0.00781888,0.105057413,-2.390394251
386,PTGER3,1.166002206,2.785197557,3.011273097,0.007892757,0.106,-2.55
387,SAMSN1,1.306090702,5.203026917,3.01010922,0.007912347,0.106,-2.86
388,P2RX5,1.269674342,1.359623997,3.009678902,0.007919602,0.105652416,-2.410040966
389,FAM83B,2.279504386,0.796062714,3.008356857,0.007941932,0.106,-2.38
390,ZNF695,1.076886827,2.133167402,3.007557416,0.007955464,0.105652416,-2.480524775
391,SPDYE8P,1.099559223,0.286181162,3.007475744,0.007956848,0.105652416,-2.373505972
392,AVPR1A,1.441733966,2.152308471,3.005465228,0.007990986,0.105905272,-2.486499854
393,FGF11,1.262668079,1.455013738,3.005349367,0.007992958,0.105905272,-2.425004941
394,IGLV3-27,2.368449317,0.355498963,2.998540637,0.008109661,0.107,-2.39
395,HRC,1.201891498,0.933456949,2.997369167,0.008129906,0.107,-2.41
396,CTD-2370N5.3,1.251987868,1.160932167,2.997135513,0.00813395,0.107,-2.42
397,ARRDC5,1.414907523,0.10244002,2.996494839,0.008145049,0.106821868,-2.393040403
398,DTX2P1,1.113062983,2.395880424,2.993601021,0.008195364,0.107,-2.54
399,RP11-274J7.3,1.274935437,0.466121244,2.992354301,0.008217134,0.107126445,-2.401806148
400,RGS2,1.100110923,6.716678943,2.989970031,0.008258924,0.107516176,-2.878034806
401,FOXI2,1.235339354,0.480704784,2.98197847,0.008400512,0.109,-2.42
402,LEP,1.176703496,0.585845022,2.979093971,0.008452195,0.109007261,-2.427827322
403,MUC5B,3.743798822,6.032798169,2.972269491,0.008575709,0.110144226,-2.941416316
404,FAT2,1.730490131,4.02795804,2.964868337,0.008711645,0.111378985,-2.835089985
405,FMO1,1.364362568,1.737492659,2.956905087,0.008860246,0.111921361,-2.53896189
406,IGKV2D-28,2.943863585,1.488135128,2.950210129,0.008987084,0.112547972,-2.530294398
407,CCL18,2.246028145,6.022168915,2.948347553,0.009022684,0.113,-2.99
408,ASB2,1.036868782,2.242548152,2.947415111,0.009040557,0.112800951,-2.607275385
409,MAGED4,1.023709806,1.981233387,2.946350925,0.009060998,0.112867132,-2.581767939
410,SLC5A5,1.494418482,2.435527729,2.94543178,0.009078689,0.11297385,-2.633755888
411,BAAT,1.027787219,1.821830535,2.940902167,0.009166363,0.113521705,-2.576743442
412,IGKV2-24,2.154670199,1.654473648,2.939698761,0.009189794,0.114,-2.56
413,RP11-995C19.2,1.165627915,0.010102658,2.939164217,0.009200221,0.113548932,-2.492136511
414,AC009950.1,2.949710577,1.247252152,2.937777394,0.009227325,0.114,-2.54
415,AC129778.2,1.145467595,0.42370554,2.93377731,0.009305937,0.114,-2.5
416,ZDHHC4P1,1.390057373,-0.110939574,2.92370004,0.009506878,0.11612864,-2.519583236
417,HDAC1P2,1.159810648,-0.155954103,2.915559629,0.009672268,0.117485046,-2.533924737
418,SERPINB13,2.120660695,0.735284375,2.913171669,0.009721312,0.118,-2.55
419,F2RL2,1.016022861,2.231872147,2.911858623,0.009748382,0.118,-2.67
420,RP1-261D10.1,1.041693495,0.565765447,2.9098694,0.009789532,0.118230186,-2.549963114
421,PTHLH,1.090103807,0.722625078,2.90586438,0.009872892,0.118653171,-2.562880261
422,ARHGAP40,1.36213423,1.13343617,2.901146192,0.00997198,0.119292548,-2.594127356
423,GPR87,2.723112653,0.267165122,2.893754743,0.010129152,0.120104645,-2.57125031
424,TMEM132C,1.783998166,1.793633786,2.892030358,0.010166163,0.120313601,-2.665847322
425,RP11-466H18.1,4.764514978,0.208442076,2.890120913,0.010207299,0.120494031,-2.576770642
426,CPA3,1.183188491,5.917622673,2.889197788,0.010227245,0.12065297,-3.110094673
427,P2RY10,1.128666107,1.410654995,2.887424442,0.010265666,0.121,-2.64
428,GABBR2,1.224626544,2.100385021,2.879609926,0.010436647,0.122,-2.72
429,PRKXP1,1.458828831,0.066708744,2.879241457,0.010444777,0.122,-2.59
430,IL24,1.393045339,0.999901391,2.87635867,0.010508594,0.122,-2.63
431,XPNPEP2,1.423739444,2.094081824,2.875516308,0.010527313,0.123,-2.73
432,PLA2G2A,2.323250178,3.241792924,2.871060263,0.010626873,0.123,-2.9
433,SPESP1,1.007649202,0.278459157,2.869044331,0.010672214,0.122969432,-2.614199238
434,APCDD1,1.115691413,4.836698514,2.868937861,0.010674613,0.122969432,-3.118005653
435,FST,1.628119297,2.892835007,2.854060746,0.011015126,0.125417483,-2.872821696
436,ANK2,1.037605062,5.843148128,2.852193407,0.011058601,0.126,-3.18
437,SPOCK3,1.613237319,0.306167615,2.851339695,0.011078533,0.126,-2.65
438,MTRNR2L7,1.088307397,0.1018303,2.850484448,0.011098535,0.125592365,-2.643679987
439,PSCA,2.163448922,0.815837406,2.848495974,0.011145176,0.125592365,-2.669639706
440,IVL,2.216221868,0.275061784,2.8466879,0.011187749,0.125691695,-2.65275744
441,IGLV5-45,1.620292246,0.523105893,2.842017678,0.011298445,0.126,-2.67
442,SLC4A11,1.617685648,2.237856289,2.84112987,0.011319608,0.126460187,-2.808750171
443,PWP2,1.85473883,2.411016865,2.840942322,0.011324083,0.126460187,-2.830373763
444,IGFL2,1.086744279,1.785175242,2.835907386,0.011444874,0.127491488,-2.769793563
445,BRINP3,1.03068001,1.185340041,2.833014344,0.011514841,0.127827056,-2.721765615
446,PAPPA2,1.400721046,2.49981931,2.831820669,0.011543831,0.127827056,-2.85930175
447,DTHD1,1.572409543,4.614173091,2.831696419,0.011546852,0.128,-3.17
448,SLC27A2,1.851413329,2.442312889,2.83057199,0.011574231,0.127948862,-2.854109052
449,TSPAN11,1.182973287,3.963925872,2.829804508,0.011592954,0.12800382,-3.092936534
450,GRIA3,1.050892743,1.9298343,2.829448866,0.011601641,0.128,-2.8
451,CD1A,1.6533108,0.148374831,2.816997909,0.011909735,0.130036145,-2.701424278
452,DES,1.269326006,6.496111589,2.815236477,0.011953954,0.13,-3.24
453,LGALS7B,2.978887081,-0.692448675,2.811919707,0.012037648,0.130698397,-2.717202587
454,MMP2,1.005997928,8.206668617,2.8108902,0.012063741,0.130812271,-3.137316564
455,ARX,1.298301068,0.233227894,2.802084009,0.012289177,0.132393124,-2.72857296
456,ADAMTS19,1.782198084,0.4924521,2.801568651,0.012302495,0.132,-2.74
457,IGKV3OR2-268,1.711147738,-0.222091084,2.797938112,0.012396712,0.133012794,-2.731315149
458,AKR1D1,1.374717597,0.030206357,2.795414595,0.01246261,0.133239988,-2.736478768
459,RP4-809F18.1,1.78099725,-0.525272636,2.792321855,0.012543834,0.133,-2.74
460,ASIC1,1.048309617,1.470705999,2.791846079,0.012556374,0.133352776,-2.821028973
461,ITGA7,1.025841044,3.860541474,2.791137188,0.012575081,0.133389007,-3.152667578
462,IGLV2-18,1.856259828,0.388089147,2.788664368,0.012640547,0.133854623,-2.756027987
463,MUC16,2.570103236,6.065324084,2.788053545,0.012656769,0.133923908,-3.308107877
464,CHL1,1.368200782,4.90621846,2.785595855,0.012722241,0.13410942,-3.288114459
465,KRT5,3.13589599,4.178583772,2.783648655,0.012774345,0.134430305,-3.214763723
466,ADH6,1.097350466,1.574135437,2.773799646,0.013041056,0.136,-2.86
467,CEL,1.348030145,0.506490739,2.772426546,0.013078663,0.136,-2.79
468,RASAL1,1.090666949,1.480180595,2.765130163,0.013280256,0.137,-2.87
469,ERN2,1.363921588,3.609017882,2.762278317,0.01335986,0.137559271,-3.167625378
470,WIPF3,1.157799194,1.999706077,2.759607988,0.013434814,0.138,-2.93
471,UGT1A6,2.244989218,2.03558892,2.759591023,0.013435292,0.138,-2.94
472,STRA6,1.5281914,1.982600682,2.755645409,0.013546787,0.138,-2.94
473,CLDN1,1.256515449,4.929230252,2.751635015,0.013661024,0.139,-3.36
474,KRT15,1.759183887,4.546917784,2.74775886,0.013772317,0.139567479,-3.330531362
475,LY6D,2.646066319,-0.23878931,2.742964195,0.01391119,0.14051585,-2.822344512
476,ACTG2,1.240912885,4.747780783,2.737125109,0.014082131,0.141,-3.37
477,ANGPTL4,1.443034379,3.193598572,2.723418913,0.01449135,0.1434952,-3.172036289
478,JAKMIP1,1.233339549,1.638560952,2.722401764,0.01452217,0.144,-2.96
479,CCL4L2,1.35091633,0.747022917,2.717861081,0.014660521,0.14432589,-2.896541158
480,ENTPD2,1.123168623,0.082860994,2.716514822,0.014701783,0.145,-2.87
481,ESPN,1.484951899,1.970648762,2.709651346,0.014913883,0.145610362,-3.023539921
482,PNCK,1.449463359,0.22096358,2.695969158,0.01534549,0.148016395,-2.909062009
483,C7,1.201889022,8.846645978,2.69411512,0.015404889,0.148,-3.32
484,IGKV2D-29,1.564140433,1.211222193,2.693300376,0.015431062,0.148380497,-2.975661696
485,VAT1L,1.259179734,1.074241333,2.688063483,0.015600308,0.149,-2.97
486,GFPT2,1.436296404,4.779698164,2.687146081,0.015630139,0.149406555,-3.470836588
487,RP1-223H12.5,1.044027977,-0.253586605,2.686059118,0.015665554,0.149553823,-2.915851518
488,GJB2,1.684593169,0.760988273,2.68400609,0.015732656,0.15,-2.96
489,TRIM55,1.32482822,0.285538003,2.680321555,0.015853773,0.14988558,-2.937934267
490,CKMT1B,1.379673913,1.353995505,2.679797817,0.015871061,0.14988558,-3.01320458
491,GYG2,1.046830546,1.416948197,2.669649907,0.016209627,0.151243257,-3.037633022
492,THBS2,1.155508115,6.40854334,2.662248674,0.016460901,0.152988588,-3.542228792
493,HDC,1.258673124,3.484562121,2.659866237,0.016542576,0.153,-3.34
494,CPNE5,1.068630379,2.328944029,2.657904654,0.016610113,0.153761249,-3.163272529
495,IGHV4-4,2.105518022,2.061318558,2.65597835,0.016676693,0.153883726,-3.132975814
496,DPYS,1.510389572,1.216178877,2.654373563,0.016732354,0.154,-3.05
497,SELE,2.035234673,4.329582292,2.653100654,0.016776631,0.153883726,-3.488548703
498,TSSK1B,1.501535972,-0.481749478,2.651196424,0.016843077,0.154,-2.97
499,BHLHA15,1.08102479,0.676806754,2.640777048,0.017211123,0.155761922,-3.026182088
500,EBF3,1.185349091,0.610820221,2.637446845,0.017330369,0.157,-3.03
501,PCDHA6,1.163586979,0.591411428,2.633058521,0.017488707,0.156980976,-3.034050003
502,SNX29P1,1.002303208,0.227702398,2.628716521,0.017646734,0.157333138,-3.022793689
503,NPIPA7,1.144780086,1.161863262,2.614314785,0.018180694,0.159,-3.11
504,PZP,1.023622937,4.055181544,2.613328939,0.018217803,0.159,-3.53
505,CHIT1,2.344115995,3.921550968,2.606624492,0.018472095,0.160570112,-3.518251704
506,RP11-814E24.1,2.164916247,0.755854372,2.606132912,0.018490873,0.160570112,-3.091563504
507,ANKRD18CP,1.353134474,0.887255544,2.605878996,0.018500579,0.160570112,-3.102157543
508,GFRA3,1.726883473,-0.599650566,2.602542516,0.018628573,0.161225445,-3.049259355
509,MMP12,1.968341816,0.329149247,2.60116177,0.018681788,0.161,-3.07
510,RASD2,1.113888385,1.12531208,2.598658404,0.018778638,0.161919002,-3.135614027
511,CLCA2,2.297473109,2.106496912,2.590370944,0.019102687,0.164,-3.26
512,SPSB1,1.013958867,5.012734403,2.586473525,0.019256915,0.164,-3.68
513,CCL17,1.680461056,0.668573804,2.586375402,0.019260813,0.164,-3.12
514,AC141272.1,2.440691182,-0.960087157,2.584464902,0.019336862,0.164,-3.08
515,LYPD3,1.035771266,0.230117466,2.584225227,0.019346422,0.164,-3.1
516,SMOC1,1.137041247,1.701446062,2.580715602,0.019486936,0.164894909,-3.227951302
517,CAPN13,1.662996829,4.96553116,2.579723422,0.019526835,0.165,-3.69
518,NLRP14,1.492812399,-0.062000693,2.579300953,0.019543848,0.165,-3.09
519,THEMIS,1.032052083,2.725433991,2.577983421,0.019596995,0.165300255,-3.369100177
520,IGHV1-3,3.307678329,2.418272978,2.574266022,0.019747691,0.166119757,-3.329818341
521,PLP1,1.250238537,0.417714299,2.570493565,0.019901746,0.167,-3.13
522,WNK2,1.635210508,2.391755073,2.566460263,0.020067715,0.168,-3.34
523,RPL32P29,1.760205816,-0.519488542,2.562523175,0.020230994,0.168,-3.11
524,CYP2F1,1.617662696,1.982932458,2.561857884,0.020258709,0.168446296,-3.295037024
525,LAMP5,1.389974617,0.751506664,2.561621016,0.020268586,0.168446426,-3.167901942
526,MYO3B,1.145817243,2.396739162,2.559831841,0.020343335,0.168841515,-3.353201257
527,CYP24A1,3.272056103,2.007840113,2.554979571,0.020547375,0.17,-3.31
528,IL13,1.877135863,-0.277532438,2.553711225,0.020601029,0.170002112,-3.130490301
529,HHLA2,1.371461643,3.262936467,2.549799042,0.020767363,0.170611311,-3.512013588
530,MMP3,1.725569339,0.025479244,2.537058669,0.021317924,0.173298899,-3.166812397
531,VWCE,1.062787808,1.379905264,2.535303024,0.021394869,0.174,-3.27
532,RP11-823P9.3,1.095565319,2.053877422,2.532384319,0.021523371,0.174,-3.36
533,RPL21P135,1.027937721,0.972023913,2.530666003,0.021599366,0.174,-3.24
534,ESPNP,1.330321608,0.295852474,2.527819181,0.021725829,0.175,-3.19
535,BARX2,1.21596861,1.237081707,2.527336645,0.021747334,0.174753469,-3.27180006
536,RGS4,1.37241303,2.363620815,2.523409435,0.021923109,0.175,-3.41
537,THSD7B,1.278244589,1.560150353,2.52248789,0.02196455,0.175323676,-3.315754512
538,PAX9,1.682809199,2.028808496,2.522155884,0.021979498,0.175323676,-3.372341903
539,MNS1,1.229941441,2.949667296,2.513760566,0.022360708,0.177134866,-3.524421513
540,C12ORF75,1.045486259,3.065319028,2.510394003,0.022515326,0.177524182,-3.550500001
541,MUC4,1.833962045,5.77661426,2.50763527,0.022642783,0.178,-3.85
542,RP11-470B22.1,1.263958539,-0.434113419,2.503176209,0.022850241,0.179,-3.21
543,SERPINB3,3.303479824,1.186334899,2.498457398,0.023071742,0.18,-3.32
544,BATF,1.005024655,2.740841711,2.498158751,0.023085829,0.179743113,-3.518392359
545,MUC6,1.770533997,2.733344836,2.494907355,0.023239718,0.18,-3.52
546,LIPN,1.526453305,0.591045156,2.494662394,0.023251351,0.18,-3.27
547,ADGRB2,1.121337074,2.011411078,2.491456244,0.023404121,0.181,-3.43
548,SLX1B,1.154582446,1.022999979,2.485056869,0.023711886,0.182,-3.32
549,DNAJC12,1.329143789,1.352814518,2.479437768,0.023985275,0.18322112,-3.367977618
550,CP,2.02608738,5.804871141,2.4683806,0.024531959,0.1855262,-3.928346952
551,TUSC5,1.649436978,-0.767608275,2.467603004,0.024570844,0.185609561,-3.258979751
552,KLHDC8A,1.125679238,0.18603001,2.460858477,0.024910563,0.187,-3.3
553,IL9R,1.056057257,1.105797568,2.452336226,0.025346162,0.188964421,-3.388055573
554,RP11-617J18.1,1.050815597,0.917876074,2.450082409,0.025462557,0.19,-3.37
555,CADM3,1.006911752,3.289856883,2.447939591,0.025573686,0.19,-3.71
556,C21ORF33,1.503855669,2.539302057,2.446047112,0.025672213,0.19,-3.58
557,LRRC17,1.064309487,2.610594285,2.444866168,0.025733876,0.190179372,-3.594292949
558,EGR3,1.237877631,4.063072691,2.44411598,0.02577312,0.190250154,-3.846046564
559,ADIPOQ,1.221069532,2.190003868,2.43323738,0.026348572,0.193,-3.55
560,GALNT9,1.538963961,1.15491018,2.431385112,0.02644775,0.193,-3.43
561,MYT1,1.1775001,0.435302979,2.430307358,0.026505619,0.193379175,-3.36553645
562,MAGED4B,1.761540449,1.769628828,2.420680168,0.027027849,0.195778381,-3.52018759
563,DACH2,1.590735106,0.123128761,2.419083146,0.02711541,0.196,-3.36
564,ONECUT1,2.020357084,0.768246102,2.417459602,0.027204699,0.196150501,-3.414149741
565,TSPAN8,1.082003725,3.574895051,2.415949929,0.027287973,0.19643964,-3.815448617
566,ZIC3,1.361274939,-0.27718665,2.408835018,0.027683669,0.198,-3.36
567,ASTN1,1.099733235,1.849139397,2.408125227,0.027723438,0.19766355,-3.552196501
568,CNGA3,1.232547357,0.496817619,2.405991571,0.02784331,0.198214553,-3.410317717
569,NHLH2,1.197814092,0.366715454,2.398313438,0.028278716,0.19982857,-3.413225971
570,TBX18,1.499300978,0.918511546,2.39825624,0.028281983,0.19982857,-3.460858188
571,ANTXRLP1,1.293568411,-0.203469702,2.394092976,0.02852076,0.200121615,-3.387452089
572,AGT,1.023121035,1.729046247,2.390807775,0.028710511,0.201,-3.57
573,FOSL1,1.550371955,2.844206695,2.390612837,0.028721808,0.20055708,-3.730508579
574,MT2A,1.429617143,6.286119033,2.388908201,0.028820769,0.200738161,-4.065276687
575,GATA4,1.452714162,-0.063750457,2.380679418,0.029302997,0.202065182,-3.4152841
576,MMP10,2.855890214,0.783966197,2.378823193,0.029412817,0.202,-3.48
577,SPP1,2.720753347,4.523319198,2.377106212,0.029514742,0.202972453,-4.032216476
578,TIGIT,1.071810633,2.473992701,2.37111176,0.02987319,0.204268597,-3.704788558
579,ABCA12,1.194613007,2.123083808,2.366203328,0.03016973,0.205,-3.66
580,CD207,1.243097982,0.82748001,2.363253732,0.03034925,0.205400344,-3.510474869
581,LINC00643,1.059216309,2.783279757,2.348077158,0.031288846,0.208,-3.8
582,C15ORF48,1.252028466,1.504056183,2.341341763,0.031714493,0.21,-3.62
583,AL513122.2,1.873761305,5.528104246,2.338216843,0.031913805,0.21,-4.17
584,LIF,1.235943743,4.292675803,2.337011874,0.031990972,0.21,-4.08
585,SPDYE10P,1.699237002,1.88912021,2.336953439,0.031994718,0.210241325,-3.68140516
586,GSTT2,2.164525423,-1.171814737,2.335362845,0.032096859,0.210318592,-3.454412903
587,CCDC170,1.322076525,4.823421122,2.334494511,0.032152747,0.210460436,-4.139782536
588,AADACL2,1.635527369,1.582903485,2.331727847,0.032331425,0.211112523,-3.650889068
589,CYP2A7,1.097297544,0.779658328,2.331311177,0.032358414,0.211,-3.56
590,MTCO1P15,1.03678536,-0.199332569,2.331133415,0.032369935,0.211141806,-3.486501075
591,CAPN6,1.330107763,0.913499831,2.327455327,0.032609175,0.211959638,-3.578894526
592,TSHR,1.108408789,1.112280664,2.323435799,0.03287251,0.213,-3.61
593,TPSB2,1.098436576,5.48771562,2.321191299,0.033020417,0.213,-4.2
594,SEZ6,1.008098114,1.418833248,2.313099791,0.033558795,0.21579638,-3.661965021
595,BPIFB1,3.343255101,6.231781196,2.3064417,0.03400792,0.217258561,-4.218439351
596,CYP11A1,1.395707905,1.085181643,2.304660664,0.034129007,0.217808123,-3.635878217
597,CLCNKB,1.462066247,-0.397410205,2.303656771,0.034197435,0.217933207,-3.519805735
598,CCDC146,1.250604022,4.732517597,2.298153587,0.034574821,0.219064017,-4.19788896
599,RP11-473P24.2,1.003973253,-0.328303378,2.294192128,0.034848876,0.22,-3.54
600,COL6A4P2,1.095924048,0.571972163,2.291183163,0.035058387,0.22,-3.6
601,RP11-1109M24.13,1.69775871,-0.354749458,2.290178483,0.035128602,0.221,-3.54
602,VTCN1,1.505559677,1.764174544,2.288266955,0.035262556,0.221175117,-3.74864319
603,PRSS2,2.21916768,-0.779411343,2.286294741,0.035401261,0.222,-3.53
604,TRPV6,1.189367552,2.128817196,2.285921958,0.035427535,0.222,-3.8
605,RBM22P2,1.078177802,0.9215403,2.282205426,0.035690477,0.222092257,-3.654676818
606,ACTBL2,1.939686368,-0.729394867,2.275115368,0.036197128,0.224,-3.55
607,C4ORF47,1.244029966,1.413609647,2.272580112,0.036379912,0.224,-3.73
608,AQP6,1.232540502,0.521733461,2.268850572,0.036650357,0.225747817,-3.636158417
609,FGF8,1.011849343,-0.17306089,2.268355315,0.03668641,0.226,-3.59
610,FAM90A2P,1.634334254,0.272546391,2.268238287,0.036694934,0.226,-3.62
611,MC2R,1.253338945,2.405471271,2.263882823,0.037013488,0.227,-3.88
612,AC005281.1,1.330223976,1.416310402,2.25894542,0.037377706,0.228,-3.75
613,SERPINB2,2.370029979,1.869176398,2.258864073,0.037383734,0.227653122,-3.812798346
614,SCGB3A1,2.104131457,7.444408951,2.257456447,0.037488193,0.228065427,-4.232638421
615,ATP1A2,1.103872268,3.473828754,2.254409033,0.037715268,0.228800238,-4.087737818
616,WFDC2,1.209479919,4.908103468,2.249842068,0.038057958,0.229845749,-4.299572531
617,NPIPB6,1.332568422,0.518041772,2.249499687,0.038083765,0.23,-3.67
618,EDN2,1.400770374,-0.244823984,2.247847226,0.038208547,0.23,-3.61
619,HP,1.416208141,5.953545812,2.24572211,0.038369578,0.230375933,-4.335474521
620,CPA4,1.300235403,1.911997155,2.243759518,0.038518852,0.230642313,-3.84434233
621,HNF4G,1.113290105,1.330343579,2.239238146,0.038864794,0.231493982,-3.774781199
622,IGSF9,1.11692968,2.909610282,2.235967145,0.039116856,0.232,-4.02
623,RAB3C,1.192141491,1.630041749,2.233782375,0.039286056,0.232395683,-3.823115532
624,FRMPD2B,1.391116997,0.536714043,2.230138845,0.039569736,0.233,-3.7
625,TRIM29,1.459904225,3.818588084,2.227757538,0.039756163,0.233912999,-4.197508203
626,HMCN2,1.108476413,3.978460908,2.224280991,0.040029793,0.234411644,-4.230866951
627,SVOPL,1.110034991,0.971661292,2.218957513,0.040452164,0.235932505,-3.764024187
628,S100A2,2.33738647,2.901921426,2.214651261,0.040796834,0.237335585,-4.051138522
629,NR4A3,1.338265414,5.396921168,2.212524522,0.040968056,0.238,-4.39
630,MESTP1,1.024575792,1.373324219,2.208636853,0.041282765,0.238967646,-3.831111014
631,PLA2G2D,1.000387677,2.09134728,2.201131534,0.041896642,0.240873344,-3.94190992
632,TMEM132E,1.444262119,-0.132991192,2.196407581,0.04228733,0.242,-3.7
633,CNTFR,1.109932218,0.908139008,2.19332606,0.042543989,0.242192325,-3.79820294
