,log2FoldChange,AveExpr,t,pvalue,padj,B
PAPPA,1.755344701,5.060380457,6.443726279,6.19E-06,0.003544987,4.115509887
COL14A1,2.118566799,7.229656741,6.435932365,6.28E-06,3.54E-03,4.11E+00
IGLV1-47,3.215215206,3.059558823,6.418105987,6.50E-06,3.56E-03,4.05E+00
COMP,2.894952084,2.569411465,6.384298855,6.94E-06,0.003688726,3.933498217
IGHV3-7,2.95456224,4.159946326,6.365770605,7.19E-06,3.72E-03,3.99E+00
FAM46C,1.264261364,6.122136984,6.327686918,7.73E-06,3.79E-03,3.89E+00
AC159540.14,1.231901946,2.735048896,6.301568506,8.13E-06,0.003879804,3.812850079
BHLHE22,1.893683308,1.459451551,6.221495534,9.49E-06,4.35E-03,3.43E+00
PAMR1,1.525347606,3.393169576,6.196173187,9.96E-06,0.004415926,3.675349584
IGLC2,3.345385294,7.97709657,6.171714475,1.04E-05,0.004522823,3.630087744
IGKV1-9,3.381679268,2.658730748,6.135324148,1.12E-05,0.004638629,3.511726861
IGLV1-40,2.991096461,3.203619587,6.08079219,1.25E-05,0.005046959,3.457483715
CFH,1.638312341,7.910336339,6.050550894,1.32E-05,5.24E-03,3.40E+00
LRRN1,1.669669584,2.963241717,6.02908326,1.38E-05,0.005351804,3.34968465
IGHV3-74,2.378423506,3.127532344,6.016914023,1.41E-05,5.36E-03,3.34E+00
IGHJ4,4.274361366,1.909916226,5.99741091,1.47E-05,5.36E-03,3.16E+00
IGLV2-14,3.196782717,4.915699048,5.992270153,1.48E-05,0.005361544,3.26509365
IGHV3-43,2.894627741,1.411997293,5.980810708,1.52E-05,5.36E-03,3.02E+00
MMP7,3.427154364,4.614306097,5.970754396,1.55E-05,0.005361544,3.233256902
IGKV3D-20,3.530344284,0.954738774,5.968209381,1.56E-05,0.005361544,2.862787577
IGKV1-33,3.495905122,4.316080053,5.949231133,1.61E-05,0.005374973,3.203059579
PDCD4,0.810572852,5.976383056,5.925077797,1.69E-05,5.37E-03,3.12E+00
IGHM,2.493339984,7.067229891,5.922031428,1.70E-05,0.005374973,3.139604195
PTCHD4,1.816690463,2.755981134,5.902048161,1.77E-05,0.00542064,3.103896223
IGKV3-20,3.135281504,5.754039742,5.845254533,1.98E-05,0.005954625,2.968492932
ISM1,1.736263959,2.70107046,5.815594806,2.10E-05,6.10E-03,2.94E+00
IGLV6-57,3.167378054,2.349407393,5.815189568,2.11E-05,0.006101412,2.907189173
CD79A,2.564274532,2.029603372,5.805643672,2.15E-05,0.006101412,2.847961576
IGKV4-1,3.238922771,4.940485568,5.776271964,2.27E-05,6.32E-03,2.85E+00
CXCL14,3.24232351,3.41352316,5.741002096,2.44E-05,6.68E-03,2.83E+00
IGKJ2,3.101216861,-0.336725281,5.716782737,2.56E-05,6.91E-03,1.95E+00
TP53INP1,0.878853674,6.312406554,5.708177184,2.61E-05,6.93E-03,2.71E+00
IGHJ3,3.93539002,-0.006916534,5.65014433,2.93E-05,0.007452936,2.00498765
SULF1,1.691030208,5.755988175,5.604206361,3.21E-05,7.49E-03,2.49E+00
IGLV2-23,3.829944578,4.016802545,5.600699962,3.23E-05,7.49E-03,2.54E+00
IGHV3-13,2.804128312,0.584493379,5.566203927,3.47E-05,0.007851332,2.097850565
ASPN,2.000867557,4.609369701,5.561602024,3.50E-05,7.85E-03,2.44E+00
IGKV1-17,3.287677758,2.758087554,5.554299358,3.55E-05,0.00787325,2.464808962
FAT1,0.903900296,8.260583091,5.537853333,3.67E-05,0.007993534,2.422353286
IGHA1,2.80342152,8.759872906,5.531956635,3.72E-05,7.99E-03,2.42E+00
FOLR2,1.222055982,4.338970847,5.526687405,3.76E-05,0.007993534,2.382043953
IGLV3-21,2.746117073,4.366918081,5.514819346,3.85E-05,7.99E-03,2.36E+00
IGLV3-19,3.079772512,4.246220111,5.510740301,3.88E-05,7.99E-03,2.36E+00
RGS1,1.947705991,6.457800279,5.505889785,3.92E-05,7.99E-03,2.31E+00
IGLV3-9,2.487911868,1.590458566,5.497981646,3.98E-05,0.007993534,2.238860904
FHL2,1.431107057,4.291363433,5.485418405,4.08E-05,0.00808958,2.3032703
IGHV4-55,3.476759981,0.69606752,5.47780332,4.15E-05,0.008129199,1.990682267
FNDC1,3.016941283,2.366389478,5.458086251,4.32E-05,8.25E-03,2.26E+00
CBLB,0.822160676,5.99441933,5.454990749,4.35E-05,0.008254438,2.199575833
IGLV1-51,2.799071328,3.583100504,5.434591549,4.53E-05,8.33E-03,2.24E+00
IGKV2-30,2.615393527,3.043344779,5.431112007,4.56E-05,8.33E-03,2.24E+00
IL1RN,1.776545137,3.969045935,5.431012141,4.56E-05,0.008327506,2.213955595
KCNN4,1.465255903,2.869024353,5.369113406,5.18E-05,9.27E-03,2.12E+00
IGHV1-18,3.117934796,4.248970801,5.340972768,5.48E-05,0.009631433,2.019546059
IGHV3-21,3.418334029,3.701305182,5.335340914,5.55E-05,0.009651194,2.040011729
PCSK1N,2.236646151,1.065517374,5.321311426,5.71E-05,9.65E-03,1.83E+00
IGHV1-24,3.691559718,2.386274424,5.316474708,5.77E-05,9.65E-03,2.00E+00
TRAF5,0.727022428,4.716506813,5.314541398,5.79E-05,9.65E-03,1.94E+00
IGLV3-10,2.929848215,1.930370599,5.31311288,5.81E-05,9.65E-03,1.96E+00
DERL3,1.645677978,2.862207921,5.290342776,6.08E-05,1.00E-02,1.97E+00
CH17-60O17.7,4.583664912,0.654838172,5.285103844,6.15E-05,1.00E-02,1.66E+00
HS6ST2,2.255021487,1.841629573,5.269216323,6.35E-05,1.01E-02,1.87E+00
NHS,1.137387084,3.632653979,5.264469181,6.42E-05,0.010064933,1.904100528
PIM2,1.495242678,5.08151724,5.262911395,6.44E-05,0.010064933,1.822495152
IGKV3-11,3.24178404,4.628341655,5.243551352,6.70E-05,1.03E-02,1.80E+00
OGN,1.51642268,4.668529383,5.214174795,7.12E-05,0.010685063,1.741473158
IGHV6-1,2.883015424,1.390930182,5.186727822,7.53E-05,0.011128047,1.656545553
DGKA,0.764451599,5.269211172,5.18292445,7.59E-05,0.011128047,1.655471405
PCDH7,1.395775617,4.91083206,5.164383894,7.89E-05,1.13E-02,1.63E+00
IGHV3-15,2.738026107,2.773741571,5.164322784,7.89E-05,1.13E-02,1.73E+00
IGHV1-58,3.122895692,0.027548363,5.145284507,8.21E-05,1.16E-02,1.25E+00
BOC,1.098138701,4.453392828,5.106379317,8.90E-05,0.012256745,1.536200746
IGHV2-70,3.84156986,1.915124823,5.092201563,9.16E-05,0.012448868,1.5490053
SMOC2,1.333972193,3.992595839,5.031685347,0.000103904,0.013340376,1.41749575
IGHV1-2,3.779462682,3.199199499,5.031667243,0.000103908,0.013340376,1.464719639
ZNF217,0.628094819,5.969775458,5.013733616,0.000107866,0.013436036,1.306343052
COL17A1,2.592426423,3.878889718,5.000240209,0.000110945,0.013677843,1.362496393
CXCL12,1.240899839,5.56104457,4.980336764,0.000115653,0.014042186,1.237286814
IGLC3,2.848318269,6.640957797,4.980098589,0.00011571,1.40E-02,1.25E+00
CARD11,0.988187158,3.473164943,4.97822723,0.000116163,1.40E-02,1.35E+00
IGKV1-16,3.379114071,2.184397747,4.961698537,0.000120246,0.014349384,1.323032268
SSC5D,1.747670948,3.89426632,4.94722631,0.000123942,0.014693327,1.254512741
IGLV1-44,3.304481748,3.244533085,4.942049939,0.000125292,0.014693327,1.285930529
TNFRSF21,1.054992384,5.701467338,4.923132469,0.000130354,1.51E-02,1.12E+00
IGHG3,3.151322944,6.066411335,4.884957968,0.000141217,1.59E-02,1.04E+00
SNAP25,1.944936168,1.317382498,4.855467703,0.00015024,0.016397869,1.051615346
IGKV1-6,2.622882768,1.32809479,4.844834588,0.000153636,0.016532291,1.033728037
MFSD1P1,1.496743122,0.865296738,4.841488502,0.000154721,1.66E-02,9.55E-01
PCNX2,0.755894777,4.822266541,4.834604573,0.000156977,1.67E-02,9.60E-01
PRDM1,1.165316686,5.082392421,4.820451978,0.000161723,0.016913678,0.919385836
PDE7B,1.195404389,3.671080275,4.807219045,0.000166293,0.017198373,0.988952089
ZMAT3,1.11997723,5.492791876,4.792399501,0.000171567,0.017296073,0.85099126
IGHV3-30,3.18061107,4.44079375,4.792281878,0.00017161,1.73E-02,8.97E-01
RUNX2,1.124512157,3.850905893,4.783526454,0.000174807,1.73E-02,9.26E-01
ALDH1A3,2.076238473,5.788696267,4.780607486,0.000175887,0.017296073,0.825017448
PDLIM4,1.997460774,3.270566496,4.778866535,0.000176534,1.73E-02,9.60E-01
RNF150,1.042831084,3.705453477,4.776883401,0.000177273,0.017296073,0.924833923
IGKV1-39,4.302877117,-0.127217452,4.77118151,0.000179419,0.017296073,0.601933232
IL2RA,1.989113202,3.372694509,4.769950107,0.000179885,0.017296073,0.935527768
SKAP1,1.084878329,2.250990365,4.766540403,0.000181184,1.73E-02,9.54E-01
IGHV4-28,2.387766923,0.362865302,4.765868685,0.000181441,0.017296073,0.719529199
BCL11B,1.203333004,3.403236536,4.764769538,0.000181863,1.73E-02,9.23E-01
IGKV1D-8,2.420188703,-0.08778738,4.746563223,0.00018899,1.74E-02,5.73E-01
CD3E,1.227311508,2.589062874,4.74593369,0.000189241,0.01740824,0.917123186
SYTL2,0.90396596,6.330484549,4.740412,0.000191461,0.01740824,0.750464849
IGHV3-48,2.656951277,2.541361113,4.726215002,0.000197293,1.74E-02,8.79E-01
CDH3,1.992986225,4.656143881,4.691899102,0.000212149,0.018111337,0.675268738
CBLN4,1.801530841,0.921313549,4.690115675,0.000212952,0.018111337,0.697162779
ANKRD36BP2,1.320026254,5.261391057,4.68908664,0.000213416,1.81E-02,6.42E-01
IGLV1-36,2.626300971,-0.094928111,4.6814891,0.000216878,0.01819415,0.46569305
IRF4,1.056569137,3.812799302,4.681290473,0.000216969,0.01819415,0.721526781
SFRP1,1.66087874,3.675634701,4.673541219,0.000220561,1.83E-02,7.18E-01
PLTP,1.431197766,6.389084101,4.665419231,0.00022439,0.018386676,0.59666996
RHOH,1.149945894,4.082138628,4.662109166,0.00022597,0.018386676,0.658484811
IGHV3-33,3.813016505,4.538632348,4.6589709,0.000227478,0.018411891,0.615098222
LAX1,0.874706091,3.500332597,4.642652118,0.000235489,0.018814868,0.669437075
CD69,1.365850029,4.537086768,4.637644229,0.000238005,1.89E-02,5.71E-01
CPE,0.869991956,5.507468006,4.611985742,0.00025133,1.97E-02,4.76E-01
DSC3,3.060684976,2.943352689,4.602732401,0.00025632,0.019799376,0.625392277
SIDT1,0.911453496,3.979154619,4.575196233,0.000271774,0.020568909,0.489295826
CILP,1.948791201,3.597887053,4.575140596,0.000271807,0.020568909,0.524053113
ZNF385A,0.798796648,3.868510019,4.572420392,0.000273384,2.06E-02,4.94E-01
C1QTNF3,1.016959153,2.694496511,4.560316832,0.000280517,2.09E-02,5.51E-01
MMP11,2.43119564,1.687092599,4.551966749,0.000285548,0.021094312,0.523107841
THY1,1.724958736,5.232994818,4.549300321,0.000287174,0.021130568,0.351814373
GCC2,0.554428234,6.793021329,4.529859346,0.000299317,2.18E-02,3.30E-01
FCGR2B,1.043567921,4.780495918,4.518365515,0.00030674,0.021962598,0.307650761
IGF1,1.610447999,6.186994046,4.511341653,0.000311369,2.22E-02,2.70E-01
FLNC,1.729513875,5.510861593,4.508596271,0.000313197,0.022253717,0.260666409
HIVEP1,0.578125349,6.338012548,4.487872185,0.000327356,2.31E-02,2.25E-01
IGLV3-25,3.089268402,3.43512696,4.470742515,0.000339549,0.023454946,0.325763388
ZNF483,0.689128772,4.64098983,4.466823237,0.000342403,0.023454946,0.209316503
SYNJ2,0.768856506,4.73142501,4.466491034,0.000342646,2.35E-02,2.03E-01
AQP5,1.965779843,4.218161021,4.461134703,0.000346589,0.023561722,0.231793208
PTGFRN,1.131412132,5.985063701,4.457691412,0.000349148,0.023630682,0.154527188
CH17-262H11.1,5.205789757,1.905868665,4.445135514,0.000358643,2.36E-02,3.28E-01
DUSP4,1.37002551,4.489978322,4.442256496,0.000360857,2.36E-02,1.69E-01
MMP16,1.72792906,2.706661024,4.439782892,0.000362771,2.36E-02,3.11E-01
SP140,0.941661111,3.390579984,4.438086684,0.000364089,0.023630682,0.263178512
HIVEP2,0.78760223,6.422430379,4.434770475,0.00036668,0.023701757,0.117140626
PRKAA2,0.914171105,3.88805803,4.431892569,0.000368943,2.37E-02,2.03E-01
WNT10A,1.612875098,1.100804785,4.424402131,0.000374901,2.39E-02,2.40E-01
CDR1,1.560551945,5.497913876,4.392749734,0.000401177,0.025135163,0.018473468
ZBP1,0.748544987,3.568528013,4.383394781,0.000409296,0.025135163,0.135025062
JSRP1,1.700245601,1.157873548,4.381795046,0.000410701,0.025135163,0.167305095
CILP2,1.895888202,0.514694929,4.379158305,0.000413027,2.51E-02,8.22E-02
CPXM1,2.047162116,2.699047044,4.378322369,0.000413767,2.51E-02,1.89E-01
SULF2,0.970328349,5.577310098,4.37676679,0.000415149,0.025135163,-0.016046169
FBLN2,1.215928741,6.435863077,4.375590111,0.000416196,2.51E-02,-6.21E-03
TENM4,1.263096763,4.09970302,4.374295795,0.000417352,0.025135163,0.063109637
DCLK1,1.191404646,4.878467731,4.367369575,0.000423592,2.51E-02,-1.30E-02
STAT4,1.062512747,3.779765286,4.365481107,0.00042531,0.025135163,0.077127889
IGLV7-46,2.276564523,0.744241547,4.360162615,0.000430186,2.53E-02,8.18E-02
CCDC80,1.27707403,8.259749153,4.354453137,0.000435484,2.54E-02,3.32E-02
COL9A2,1.405499748,3.219345331,4.323749487,0.000465129,2.60E-02,4.54E-02
ITGB8,1.224147287,5.678322108,4.323355211,0.000465522,0.02600173,-0.128745344
PDCD1,1.584855665,1.041933208,4.321364726,0.000467515,2.60E-02,4.53E-02
ANKRD36C,0.955761426,6.634770477,4.318778568,0.000470117,2.60E-02,-1.18E-01
CCDC66,0.499361813,5.259675629,4.315459754,0.000473478,2.61E-02,-1.38E-01
LDLRAD4,0.865090683,5.525340025,4.308057372,0.000481062,2.61E-02,-1.60E-01
APOD,1.802006227,5.069805927,4.302963765,0.000486352,0.02631954,-0.157304882
TRERF1,0.734417305,4.078017859,4.29012896,0.000499944,2.67E-02,-1.09E-01
PLXNA4,1.238540475,4.684787593,4.289952147,0.000500134,2.67E-02,-1.63E-01
ECM2,1.223856373,4.513702216,4.28906864,0.000501084,0.026676564,-0.151830153
ZNF831,1.348073669,3.468201953,4.278666623,0.000512408,2.69E-02,-6.96E-02
GAMT,0.675680175,2.7885751,4.277379224,0.000513828,2.69E-02,-1.70E-02
HR,1.810802423,2.114496083,4.26630612,0.000526202,0.026957619,-0.016736749
SERPINF1,1.549118472,7.137781402,4.261941649,0.000531162,2.71E-02,-2.13E-01
IGKV1-12,4.81969366,3.09663085,4.246650314,0.000548916,0.027692749,-0.100763782
KDM5B,0.422179608,6.340910208,4.240773934,0.000555898,0.027960267,-0.292029991
IL13RA2,2.90886724,1.373381747,4.235863697,0.000561801,0.028038818,-0.08961274
SSPN,0.927935561,4.352622353,4.227468723,0.00057204,0.028344591,-0.266449288
IGHV3-20,2.296705067,1.080672035,4.213761714,0.000589165,0.028862902,-0.149691626
SLC28A3,1.656227892,2.134114326,4.194995111,0.000613457,2.94E-02,-1.56E-01
FCGR2C,1.113318096,4.546820488,4.193944539,0.000614847,0.02940236,-0.353383489
GNAO1,1.693648766,1.891868228,4.193096119,0.000615971,0.02940236,-0.158440628
EDA2R,1.494488332,2.448478713,4.177685842,0.00063676,0.030160711,-0.199197851
PROM2,1.711542316,4.229546548,4.17013165,0.000647209,3.04E-02,-3.74E-01
RP11-712B9.6,1.628556626,-0.416822394,4.165741279,0.000653361,0.030637214,-0.454602073
CCL5,1.20528412,4.602424975,4.162598554,0.000657801,3.07E-02,-4.23E-01
IGHV4-61,4.578066683,2.152056739,4.160756993,0.000660417,0.030735822,-0.223805374
CLDN2,2.222572391,1.695015068,4.154990949,0.000668676,0.030965363,-0.233439053
ST6GAL1,0.590230799,6.59702512,4.151904703,0.00067314,0.031094703,-0.469183731
SLAMF6,1.048975117,3.016109324,4.14596793,0.00068181,3.14E-02,-2.98E-01
ICA1L,0.756708345,4.343648262,4.128536963,0.000707926,0.032065066,-0.472157375
COL10A1,0.859602727,3.621094727,4.113549865,0.000731186,3.27E-02,-4.25E-01
BNC2,0.769176759,5.449510589,4.09581012,0.000759719,3.34E-02,-6.05E-01
IGKJ4,2.46414781,0.120279732,4.095637773,0.000760001,3.34E-02,-4.74E-01
IGHA2,2.410243286,6.92925883,4.08097878,0.000784435,3.41E-02,-6.03E-01
KCNMA1,1.082846037,4.688992952,4.070727209,0.000801991,0.034375744,-0.622510875
CH17-60O17.5,3.758040868,1.632099661,4.063923607,0.000813861,0.034590961,-0.409110573
TUBB2B,1.498862236,1.182135236,4.060076263,0.000820652,0.034800126,-0.429353495
IGKV2-28,4.136995047,3.908761508,4.056693348,0.00082667,0.034975654,-0.575805767
DFNA5,0.83019681,3.890183373,4.050460348,0.000837875,3.53E-02,-5.87E-01
TTC39C,0.607004151,4.829241514,4.036316294,0.000863873,0.036026833,-0.704270103
B3GNT3,2.474740757,1.418140448,4.033851962,0.000868486,0.036050082,-0.470165152
AMPD1,2.556220684,0.071794798,4.031104431,0.000873657,3.61E-02,-5.93E-01
CDH2,1.503527545,1.937548775,4.029428217,0.000876827,0.036060913,-0.476903953
PRKX,0.492373243,5.263528729,4.025951391,0.00088344,3.61E-02,-7.47E-01
IGLV4-69,2.654971843,0.998279927,4.025121253,0.000885026,0.036131888,-0.504806486
SLN,2.468138408,-0.478633815,4.022218502,0.000890596,0.036278632,-0.702783664
PDE4B,1.191774998,5.818759513,4.013076236,0.000908369,0.03668156,-0.781301267
PTTG4P,1.440938411,-0.231290885,4.006607715,0.00092116,0.037117555,-0.683203625
ARID5B,0.887973826,7.093532178,3.984093589,0.00096711,0.038634598,-0.797175159
SCARA5,1.392275093,5.294570179,3.977814598,0.000980332,0.03873604,-0.849094746
ZNF385D,1.276437741,3.4351494,3.971933529,0.000992881,3.87E-02,-6.96E-01
SERPIND1,1.350223804,2.23800436,3.968292121,0.001000732,0.038892763,-0.60542606
IGLV10-54,2.621885177,0.826149696,3.965643318,0.001006483,3.90E-02,-6.26E-01
FER1L4,1.678877827,3.261270686,3.941540554,0.001060358,4.00E-02,-7.39E-01
PLCH2,1.846580323,3.134408941,3.941515316,0.001060416,4.00E-02,-7.25E-01
CH17-212P11.4,3.031885996,-0.036103887,3.940620964,0.00106247,4.00E-02,-7.64E-01
FOXC1,1.309310956,3.040737475,3.934138061,0.00107748,4.04E-02,-7.31E-01
FAM214A,0.610086945,5.716844391,3.932106241,0.001082228,0.040387765,-0.952118678
CH17-224D4.1,3.55244688,0.950746889,3.930444788,0.001086126,4.04E-02,-6.83E-01
IGHV4-34,3.279575102,2.679525666,3.920457843,0.001109857,0.040836774,-0.726615409
FBXO32,1.360735971,4.572468898,3.919614334,0.001111885,0.040836774,-0.930225618
EPHA3,0.959727025,4.804017174,3.919212836,0.001112852,4.08E-02,-9.49E-01
GLT8D2,1.003198154,3.51086741,3.91858366,0.001114368,4.08E-02,-8.15E-01
EDARADD,0.949320876,1.630491389,3.902131482,0.001154769,0.041986669,-0.720379469
PPFIA2,1.098128742,2.338106313,3.900059007,0.001159961,4.20E-02,-7.45E-01
WDR60,0.62943277,4.988034532,3.898002468,0.001165137,0.042102276,-1.0041521
ANKRD36B,0.687130442,5.651554668,3.897105748,0.001167401,0.042102276,-1.025575941
IGHV3-72,2.237590898,1.09392468,3.895479701,0.001171518,0.042102276,-0.74132303
DNMBP,0.705048515,5.374575666,3.893868224,0.001175612,0.042146832,-1.02809784
IGLV8-61,3.380346284,1.654952713,3.889947387,0.001185634,0.042146832,-0.744045278
HOXC4,1.475653881,0.17897972,3.881570533,0.001207334,0.042445366,-0.83868322
NBPF2P,0.837076917,1.971869466,3.880487838,0.001210168,4.24E-02,-7.69E-01
SLAMF7,1.232649847,3.881765185,3.87730649,0.001218533,4.26E-02,-9.45E-01
LDB3,0.879967029,2.723527255,3.869781758,0.001238551,4.29E-02,-8.32E-01
BRSK1,1.378366759,0.936132013,3.868505024,0.00124198,4.29E-02,-7.98E-01
CCL3L3,2.44734856,-0.014801588,3.868324188,0.001242466,0.042920846,-0.885979679
PSD3,0.880343698,6.124931478,3.868232714,0.001242712,0.042920846,-1.081803358
HPSE2,2.011595523,2.118227497,3.867027301,0.001245961,4.30E-02,-8.00E-01
RP11-55J15.2,1.988391342,-0.310148095,3.866137874,0.001248363,0.042956602,-0.932472673
PLXDC1,0.842792782,4.346541526,3.864806443,0.001251967,0.043001153,-1.02379997
EYA2,1.877531235,2.447174179,3.862246998,0.001258926,0.043081188,-0.826903649
CD28,1.146275878,2.720068997,3.859590242,0.00126619,4.32E-02,-8.52E-01
UPK1B,2.303349384,1.252486324,3.857948423,0.0012707,0.043245628,-0.807250173
COL24A1,1.300974569,3.015579602,3.853726908,0.001282371,4.35E-02,-8.92E-01
UBD,2.606465307,2.582737197,3.838499921,0.001325369,4.40E-02,-8.84E-01
MT-CO3,1.092198803,9.479954039,3.838226217,0.001326155,4.40E-02,-9.75E-01
CD209,0.966009511,3.700252827,3.836701439,0.001330543,0.043995348,-1.006875171
TMEM59L,2.117907493,0.363399658,3.826620825,0.001359916,0.044624323,-0.91614325
CTLA4,1.853054382,1.519221527,3.82643359,0.001360468,0.044624323,-0.865304846
S100B,1.347471437,1.62133901,3.823606004,0.001368826,4.46E-02,-8.72E-01
DZIP1,0.618814097,4.774093611,3.817925038,0.001385776,0.04510071,-1.159139293
IKZF3,0.781732701,5.655861495,3.816697057,0.001389467,0.045141929,-1.194869021
IGHV2-26,2.791836564,1.231118347,3.808234297,0.001415177,0.04565845,-0.901547025
SPDYE1,0.757085002,1.410556118,3.802092555,0.001434133,0.046110216,-0.91165187
TWIST1,2.818047052,-0.156999352,3.798938919,0.001443965,4.63E-02,-1.02E+00
CDKN2A,1.408039397,1.363457959,3.792260221,0.001465011,0.046779841,-0.930496813
TFAP2A,1.887221502,1.429226519,3.786145397,0.00148455,4.70E-02,-9.42E-01
SERPINB5,2.885955613,1.322749552,3.780316251,0.001503419,0.047359177,-0.953395263
CD8A,1.27891303,2.890316674,3.77950915,0.00150605,4.74E-02,-1.03E+00
APOBEC3H,1.336697175,0.162880814,3.77783329,0.001511529,4.74E-02,-1.02E+00
MEOX1,1.757223379,1.137817069,3.777830344,0.001511539,0.047371724,-0.960570223
SPAG4,1.076766786,2.07315491,3.776382942,0.001516287,4.74E-02,-9.77E-01
TMPRSS4,1.682213855,4.46297193,3.747988326,0.00161251,0.049210636,-1.279555782
CEP128,0.740245724,4.150168381,3.747114744,0.001615566,0.049223187,-1.247954913
TP63,1.925616374,3.283871108,3.745097464,0.001622643,4.93E-02,-1.14E+00
TNIP3,1.415060271,3.381841188,3.744511741,0.001624704,0.049269541,-1.156678397
ARNTL2,0.866380142,4.243124252,3.744420094,0.001625027,0.049269541,-1.264183032
FUT8,0.584595692,5.392210485,3.743432762,0.001628507,0.049283716,-1.34497202
FBLN1,0.804189881,8.542686463,3.740679877,0.001638251,4.93E-02,-1.23E+00
CD24,1.470452456,6.346323322,3.739056059,0.001644026,4.93E-02,-1.35E+00
FUT2,1.430636506,2.947932781,3.736811758,0.001652041,0.049365001,-1.121831795
INPP5D,0.524114323,5.756136142,3.734740924,0.001659471,0.049507559,-1.367462265
CD163L1,0.974706605,3.755011945,3.729768794,0.001677448,4.98E-02,-1.24E+00
SNX9,0.611576079,5.989968383,3.72611978,0.001690765,5.00E-02,-1.38E+00
PFKP,0.964099974,5.43047097,3.725578139,0.001692751,0.050019448,-1.383380592
WT1,2.489459155,1.268750527,3.71727095,0.0017235,0.050606741,-1.073198076
ZSWIM6,0.546859196,5.492828284,3.715910145,0.00172859,0.050676266,-1.404906879
GREM1,1.02176521,4.884752264,3.710431177,0.001749236,5.09E-02,-1.39E+00
ITIH5,1.065470415,5.938292475,3.704765921,0.001770844,0.051348947,-1.429029789
RP11-313P13.4,0.973084875,2.709438556,3.689886482,0.001828874,0.052218268,-1.192800012
CD72,0.954017999,2.226615776,3.688025303,0.001836265,0.052306298,-1.159045159
APOBEC3C,0.774104236,3.966651011,3.685887531,0.001844791,0.052431497,-1.352966673
IGSF9B,1.478299472,2.803561318,3.681500176,0.001862414,5.25E-02,-1.22E+00
LTBP1,0.99825473,7.066372372,3.678361943,0.001875122,5.28E-02,-1.44E+00
SCG5,1.578558373,0.543770652,3.673735374,0.001894016,0.052963541,-1.176709668
RUNX1,0.493037604,6.91668114,3.672781599,0.001897935,5.30E-02,-1.46E+00
JCHAIN,2.234430148,7.659618903,3.670518861,0.001907264,0.053033726,-1.421505425
LILRB5,0.859606655,4.277129183,3.669480084,0.001911562,5.30E-02,-1.42E+00
CARMIL2,1.087746512,2.002639698,3.665881003,0.001926528,5.32E-02,-1.19E+00
LRRN4CL,0.897215457,2.43637228,3.66198334,0.001942868,5.35E-02,-1.23E+00
C3,0.923004957,10.07512038,3.658184401,0.001958927,5.38E-02,-1.31E+00
LGR6,0.549624745,3.51096969,3.656264213,0.001967095,5.39E-02,-1.35E+00
CNTN3,1.241720697,2.820610167,3.655297552,0.00197122,0.053851655,-1.273376304
PHYHIP,1.422254246,1.84867379,3.654690044,0.001973816,0.053851655,-1.205159747
PRDM8,1.284209164,2.10559274,3.654236628,0.001975756,0.053851655,-1.218555387
GPR171,1.458135334,1.881658927,3.648129905,0.002002073,5.42E-02,-1.22E+00
DPEP1,1.990712223,0.669671659,3.646782112,0.002007929,5.42E-02,-1.22E+00
SORCS2,1.033658434,4.292341463,3.64649185,0.002009192,0.054207419,-1.473643782
MMP13,2.676945675,1.285563515,3.643491485,0.002022296,5.44E-02,-1.21E+00
WHRN,1.169150986,3.154151836,3.638365717,0.002044881,0.054586785,-1.345374727
ADAMTS14,1.632446495,2.448971491,3.63631948,0.002053968,5.46E-02,-1.28E+00
PKP2,1.372902427,3.679076055,3.635973501,0.002055508,5.46E-02,-1.42E+00
CFB,1.63711927,6.411411526,3.630442572,0.002080288,0.055009444,-1.572202176
HTRA3,0.837334217,4.475867065,3.626973909,0.002095981,5.53E-02,-1.53E+00
DNM1,0.925308393,4.006306165,3.62458034,0.002106879,5.54E-02,-1.49E+00
CNN1,1.237527493,4.746624087,3.622595705,0.002115957,0.055557584,-1.566249826
CTD-2583A14.11,1.01859464,1.105973677,3.621299404,0.002121908,0.055557584,-1.254926786
BNC1,2.354909507,1.741253491,3.611119625,0.002169224,0.056086502,-1.285511016
RP11-507K12.1,0.95329,4.182492764,3.608025902,0.002183812,0.056303167,-1.541110025
EBF1,0.951648832,3.919536204,3.607420488,0.002186678,5.63E-02,-1.51E+00
IKZF2,0.847034723,5.155318305,3.605758377,0.002194565,0.056428214,-1.625610687
ENTPD1,0.568944221,5.934062976,3.596768738,0.00223772,5.72E-02,-1.66E+00
TNS4,2.290321006,3.276423415,3.594961668,0.002246497,0.057333504,-1.449254428
ANKRD26,0.506421633,5.098147728,3.591541544,0.002263202,0.057414905,-1.652790195
FAIM2,1.31250745,1.889842911,3.591423435,0.002263781,0.057414905,-1.33026497
GFRA1,1.40665157,4.319981216,3.5887973,0.002276695,5.76E-02,-1.60E+00
MEDAG,2.479117665,4.323560863,3.587580322,0.002282704,5.77E-02,-1.60E+00
TPBG,1.035024377,4.060350311,3.576691603,0.002337179,0.058335871,-1.591218756
CTSK,1.673272027,5.347990637,3.576321832,0.002339052,5.83E-02,-1.69E+00
CCR4,0.965873831,3.456230173,3.57621918,0.002339572,5.83E-02,-1.51E+00
FCMR,1.189806939,2.617217776,3.573611762,0.002352821,5.85E-02,-1.42E+00
CLEC4G,1.592592225,0.448275434,3.570388328,0.002369304,0.058782927,-1.36849626
